,idcliente,genero,aposentado,casado,dependentes,mesescomocliente,servicotelefone,multiplaslinhas,servicointernet,servicosegurancaonline,servicobackuponline,protecaoequipamento,servicosuportetecnico,servicostreamingtv,servicofilmes,tipocontrato,faturadigital,formapagamento,valormensal,totalgasto,churn
4974,2398-YPMUR,Feminino,1,Sim,Nao,13,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.15,916.75,Sim
4975,8006-PYCSW,Feminino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.1,39.8,Nao
4976,3853-LYGAM,Masculino,0,Nao,Nao,17,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Nao,Sim,Mensal,Sim,DebitoAutomatico,95.65,1640.0,Nao
4977,5493-SDRDQ,Masculino,0,Nao,Nao,2,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,55.1,113.35,Sim
4978,1335-HQMKX,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,101.35,7323.15,Nao
4979,2812-ENYMO,Masculino,0,Nao,Nao,26,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Sim,Sim,Anual,Nao,CartaoCredito,54.55,1362.85,Nao
4980,0568-ONFPC,Masculino,0,Sim,Sim,5,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,DebitoAutomatico,25.9,135.0,Sim
4981,6023-YEBUP,Masculino,0,Nao,Nao,3,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,100.95,329.95,Sim
4982,6103-BOCOU,Feminino,0,Nao,Nao,26,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,80.7,2193.0,Nao
4983,2581-VKIRT,Feminino,0,Sim,Sim,59,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Anual,Nao,BoletoImpresso,65.5,3801.3,Nao
4984,4353-HYOJD,Feminino,0,Sim,Sim,27,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,49.85,1336.15,Nao
4985,4188-FRABG,Masculino,0,Sim,Nao,57,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Nao,Mensal,Sim,BoletoEletronico,103.05,5925.75,Nao
4986,4855-SNKMY,Feminino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,44.1,44.1,Sim
4987,5995-WWKKG,Feminino,0,Nao,Nao,37,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,BoletoEletronico,19.8,695.05,Nao
4988,0311-QYWSS,Feminino,0,Nao,Nao,6,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,49.45,314.6,Nao
4989,3583-KRKMD,Masculino,0,Nao,Nao,18,Sim,Nao,Fibra,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,DebitoAutomatico,75.9,1373.05,Nao
4990,5828-AVIPD,Masculino,0,Sim,Sim,19,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Sim,Sim,Anual,Sim,BoletoEletronico,100.95,1875.55,Sim
4991,8311-UEUAB,Feminino,0,Sim,Sim,67,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Sim,Sim,2 anos,Sim,BoletoEletronico,75.5,5229.45,Nao
4992,8910-LEDAG,Masculino,1,Sim,Nao,34,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,CartaoCredito,71.55,2427.35,Nao
4993,7639-SUPCW,Feminino,0,Nao,Nao,22,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,48.8,1054.6,Sim
4994,0750-EBAIU,Masculino,0,Nao,Nao,52,Sim,Nao,Fibra,Sim,Nao,Sim,Nao,Sim,Nao,Anual,Nao,BoletoEletronico,91.25,4738.3,Nao
4995,9200-NLNPD,Masculino,0,Sim,Nao,56,Nao,SemTelefone,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,54.05,2959.8,Nao
4996,1658-BYGOY,Masculino,1,Nao,Nao,18,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,95.45,1752.55,Sim
4997,4913-EHYUI,Masculino,1,Sim,Sim,56,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,Anual,Sim,DebitoAutomatico,104.55,5794.65,Sim
4998,8266-VBFQL,Masculino,0,Nao,Nao,4,Sim,Nao,Fibra,Nao,Nao,Sim,Sim,Nao,Sim,Mensal,Sim,BoletoEletronico,90.4,356.65,Nao
4999,1229-RCALF,Feminino,0,Sim,Nao,64,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,BoletoEletronico,115.0,7396.15,Nao
5000,6754-LZUKA,Masculino,0,Sim,Nao,61,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Nao,DebitoAutomatico,80.9,4932.5,Nao
5001,7005-CYUIL,Feminino,1,Sim,Nao,71,Sim,Nao,Fibra,Sim,Sim,Sim,Sim,Sim,Nao,2 anos,Sim,BoletoEletronico,99.4,7168.25,Nao
5002,5832-XKAES,Masculino,0,Nao,Nao,2,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,69.8,134.7,Sim
5003,8979-CAMGB,Masculino,1,Nao,Nao,64,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,Anual,Nao,BoletoEletronico,102.1,6688.1,Nao
5004,1216-BGTSP,Masculino,0,Nao,Nao,45,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,Mensal,Sim,CartaoCredito,108.45,4964.7,Nao
5005,9229-RQABD,Masculino,0,Nao,Nao,18,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,23.75,424.5,Nao
5006,3727-OVPRY,Masculino,0,Sim,Sim,66,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,CartaoCredito,25.7,1714.55,Nao
5007,3891-NLXJB,Masculino,0,Nao,Nao,37,Nao,SemTelefone,DSL,Sim,Sim,Nao,Sim,Nao,Nao,2 anos,Sim,BoletoImpresso,40.55,1390.85,Nao
5008,8219-VYBVI,Masculino,0,Nao,Sim,39,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,25.0,1004.35,Nao
5009,4822-YCXMX,Masculino,0,Nao,Nao,25,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,84.8,2043.45,Sim
5010,0428-IKYCP,Masculino,0,Sim,Nao,22,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,DebitoAutomatico,87.0,1850.65,Nao
5011,3146-JTQHR,Masculino,0,Sim,Nao,10,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,DebitoAutomatico,19.6,189.45,Nao
5012,7813-TKCVO,Feminino,0,Sim,Nao,20,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,20.35,393.15,Nao
5013,1465-LNTLJ,Masculino,1,Sim,Nao,8,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Sim,Mensal,Sim,CartaoCredito,64.4,581.7,Nao
5014,3126-WQMGH,Feminino,0,Sim,Nao,49,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,52.15,2583.75,Nao
5015,8777-MBMTS,Feminino,1,Sim,Nao,65,Sim,Nao,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,105.85,6725.5,Nao
5016,4706-DGAHW,Masculino,1,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,45.2,45.2,Nao
5017,4192-GORJT,Masculino,0,Sim,Nao,5,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,94.45,498.1,Sim
5018,2057-BOYKM,Feminino,1,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Nao,Nao,2 anos,Sim,DebitoAutomatico,96.6,6827.5,Nao
5019,7566-DSRLQ,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,110.15,7998.8,Nao
5020,5447-WZAFP,Feminino,0,Nao,Nao,53,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Sim,BoletoImpresso,100.3,5200.8,Nao
5021,1228-ZLNBX,Masculino,0,Nao,Nao,21,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,75.3,1570.7,Nao
5022,9844-FELAJ,Feminino,1,Sim,Sim,70,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Sim,BoletoEletronico,107.9,7475.85,Nao
5023,5136-KCKGI,Feminino,0,Sim,Sim,33,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,Anual,Sim,BoletoImpresso,103.7,3467.0,Sim
5024,6825-UYPFK,Feminino,0,Nao,Nao,23,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,75.6,1758.6,Sim
5025,1716-LSAMB,Masculino,0,Sim,Sim,45,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,2 anos,Nao,DebitoAutomatico,54.65,2553.7,Nao
5026,8008-OTEZX,Feminino,0,Sim,Sim,35,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.65,708.8,Nao
5027,4488-PSYCG,Masculino,0,Nao,Nao,16,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,20.25,327.45,Sim
5028,5855-EIBDE,Feminino,0,Sim,Nao,49,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Nao,Sim,2 anos,Nao,CartaoCredito,106.65,5174.35,Nao
5029,4667-OHGKG,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,19.3,19.3,Sim
5030,0909-SELIE,Masculino,0,Sim,Nao,61,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,2 anos,Sim,DebitoAutomatico,80.8,4860.85,Nao
5031,8395-ETZKQ,Masculino,1,Sim,Sim,68,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,DebitoAutomatico,19.5,1193.55,Nao
5032,2465-BLLEU,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,19.75,19.75,Nao
5033,5110-CHOPY,Feminino,0,Nao,Nao,60,Nao,SemTelefone,DSL,Sim,Nao,Sim,Nao,Sim,Sim,2 anos,Nao,BoletoEletronico,53.6,3237.05,Nao
5034,3088-FVYWK,Masculino,0,Sim,Sim,53,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,25.55,1336.1,Nao
5035,2357-COQEK,Feminino,1,Nao,Nao,28,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,103.3,2890.65,Sim
5036,7538-GWHML,Feminino,0,Nao,Nao,2,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,69.65,145.15,Sim
5037,9605-WGJVW,Feminino,1,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.2,70.2,Nao
5038,4547-LYTDD,Feminino,0,Nao,Nao,16,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,72.65,1194.3,Sim
5039,0464-WJTKO,Feminino,0,Sim,Sim,72,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,20.1,1460.85,Nao
5040,0314-TKOSI,Feminino,0,Nao,Nao,6,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,55.15,322.9,Nao
5041,2081-VEYEH,Masculino,0,Nao,Nao,3,Sim,Nao,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,107.95,318.6,Nao
5042,5131-PONJI,Masculino,0,Sim,Sim,49,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Sim,Nao,Mensal,Sim,CartaoCredito,90.4,4494.65,Nao
5043,8280-MQRQN,Feminino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,50.45,50.45,Sim
5044,2267-FPIMA,Masculino,0,Sim,Nao,50,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,CartaoCredito,94.4,4914.9,Nao
5045,0282-NVSJS,Feminino,1,Sim,Sim,12,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoImpresso,29.3,355.9,Nao
5046,5389-FFVKB,Masculino,1,Sim,Nao,32,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,CartaoCredito,80.3,2483.05,Sim
5047,9625-QNLUX,Masculino,0,Sim,Sim,68,Sim,Nao,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,CartaoCredito,103.25,7074.4,Nao
5048,4013-GUXND,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.8,20.8,Nao
5049,2361-FJWNO,Masculino,0,Nao,Nao,40,Nao,SemTelefone,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Anual,Nao,CartaoCredito,36.0,1382.9,Nao
5050,5404-GGUKR,Masculino,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,51.35,262.3,Nao
5051,9065-ZCPQX,Masculino,0,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,2 anos,Nao,DebitoAutomatico,78.85,5763.15,Nao
5052,5597-GLBUC,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,85.45,85.45,Sim
5053,8819-ZBYNA,Feminino,0,Sim,Nao,58,Sim,Sim,Fibra,Sim,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,109.1,6393.65,Nao
5054,1131-ALZWV,Feminino,0,Nao,Nao,24,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,DebitoAutomatico,24.6,605.25,Nao
5055,0013-EXCHZ,Feminino,1,Sim,Nao,3,Sim,Nao,Fibra,Nao,Nao,Nao,Sim,Sim,Nao,Mensal,Sim,BoletoImpresso,83.9,267.4,Sim
5056,0962-CQPWQ,Feminino,0,Sim,Sim,62,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,20.3,1296.15,Nao
5057,7030-FZTFM,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,110.9,7922.75,Nao
5058,3923-CSIHK,Feminino,1,Sim,Nao,50,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,71.05,3444.85,Sim
5059,9800-OUIGR,Masculino,0,Sim,Sim,66,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,20.0,1374.2,Nao
5060,6080-TCMYC,Masculino,0,Sim,Sim,40,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,81.2,3292.3,Nao
5061,0635-WKOLD,Masculino,0,Sim,Nao,40,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Sim,Nao,Anual,Nao,CartaoCredito,70.75,2921.75,Nao
5062,5696-CEIQJ,Masculino,0,Sim,Sim,67,Sim,Nao,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,DebitoAutomatico,103.15,6895.5,Nao
5063,4840-ORQXB,Feminino,1,Nao,Nao,56,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Nao,BoletoEletronico,104.75,5841.35,Nao
5064,3774-VBNXY,Feminino,0,Sim,Sim,64,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.2,1277.75,Nao
5065,8875-AKBYH,Masculino,1,Nao,Nao,20,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,84.35,1745.2,Nao
5066,7375-WMVMT,Masculino,1,Sim,Nao,71,Sim,Nao,Fibra,Nao,Sim,Sim,Sim,Nao,Sim,2 anos,Sim,CartaoCredito,95.5,6707.15,Nao
5067,1163-ONYEY,Masculino,0,Sim,Sim,41,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Sim,Nao,Mensal,Sim,CartaoCredito,74.55,3023.55,Nao
5068,1814-WFGVS,Masculino,0,Sim,Sim,72,Nao,SemTelefone,DSL,Sim,Nao,Sim,Sim,Sim,Nao,2 anos,Nao,BoletoImpresso,48.9,3527.0,Nao
5069,1337-BOZWO,Masculino,0,Sim,Sim,18,Nao,SemTelefone,DSL,Nao,Sim,Sim,Nao,Sim,Nao,Anual,Nao,CartaoCredito,46.4,812.4,Nao
5070,9470-YFUYI,Masculino,1,Sim,Nao,71,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Sim,Nao,Anual,Sim,DebitoAutomatico,71.0,5012.1,Nao
5071,6374-AFWOX,Masculino,0,Sim,Nao,46,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Nao,Nao,2 anos,Nao,BoletoImpresso,65.65,3047.15,Nao
5072,3190-ITQXP,Feminino,0,Sim,Sim,46,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,20.25,890.35,Nao
5073,6195-MELTI,Masculino,0,Nao,Nao,57,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Anual,Sim,BoletoImpresso,54.65,3134.7,Nao
5074,2200-DSAAL,Feminino,0,Nao,Nao,68,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,BoletoEletronico,80.65,5330.2,Nao
5075,7537-RBWEA,Feminino,0,Nao,Nao,1,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,25.15,25.15,Nao
5076,1087-GRUYI,Masculino,0,Sim,Nao,38,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,20.4,743.5,Nao
5077,9029-FEGVJ,Feminino,1,Sim,Nao,32,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,79.3,2570.0,Nao
5078,9588-OZDMQ,Feminino,0,Sim,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,45.0,89.75,Nao
5079,9272-LSVYH,Masculino,0,Nao,Nao,10,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,70.15,735.5,Nao
5080,3910-MRQOY,Feminino,0,Sim,Nao,72,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,19.4,1496.45,Nao
5081,4616-ULAOA,Feminino,0,Sim,Sim,65,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,110.8,7245.9,Nao
5082,5628-FCGYG,Masculino,0,Nao,Nao,21,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,84.1,1737.45,Nao
5083,1945-XISKS,Feminino,0,Sim,Nao,67,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.65,1335.2,Nao
5084,4123-FCVCB,Feminino,0,Nao,Nao,12,Sim,Sim,DSL,Nao,Nao,Nao,Sim,Sim,Sim,Anual,Sim,BoletoImpresso,75.85,854.45,Nao
5085,6402-ZFPPI,Feminino,1,Nao,Nao,25,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoImpresso,102.8,2660.2,Sim
5086,1200-TUZHR,Feminino,1,Nao,Nao,8,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,BoletoEletronico,85.2,695.75,Nao
5087,7617-EYGLW,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoEletronico,19.45,19.45,Nao
5088,4293-ETKAP,Feminino,0,Sim,Sim,65,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,79.4,5071.9,Nao
5089,7580-UGXNC,Feminino,1,Nao,Nao,2,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,54.85,104.2,Sim
5090,7599-NTMDP,Feminino,0,Sim,Sim,62,Nao,SemTelefone,DSL,Sim,Sim,Nao,Sim,Sim,Nao,2 anos,Nao,DebitoAutomatico,48.7,3008.55,Nao
5091,0362-ZBZWJ,Masculino,0,Nao,Nao,36,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,84.9,3067.2,Sim
5092,7190-XHTWJ,Feminino,0,Nao,Nao,38,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.3,755.5,Nao
5093,3950-VPYJB,Masculino,0,Sim,Sim,57,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Anual,Nao,BoletoImpresso,59.6,3509.4,Nao
5094,8512-WIWYV,Masculino,0,Nao,Nao,32,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,CartaoCredito,20.35,707.5,Nao
5095,8782-LKFPK,Masculino,0,Nao,Nao,44,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoImpresso,90.4,4063.0,Nao
5096,1251-KRREG,Masculino,0,Nao,Nao,2,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,54.4,114.1,Sim
5097,4361-BKAXE,Feminino,0,Nao,Nao,41,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,DebitoAutomatico,114.5,4527.45,Sim
5098,4373-MAVJG,Feminino,0,Sim,Sim,14,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,DebitoAutomatico,90.9,1259.0,Sim
5099,5018-GWURO,Feminino,0,Sim,Nao,56,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,DebitoAutomatico,85.6,4902.8,Nao
5100,8972-HJWNV,Feminino,1,Sim,Nao,7,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,84.55,646.85,Sim
5101,7706-DZNKK,Masculino,0,Nao,Nao,11,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,CartaoCredito,20.45,237.3,Nao
5102,5039-LZRQT,Feminino,0,Nao,Nao,13,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,20.2,273.25,Nao
5103,5360-LJCNJ,Feminino,0,Sim,Nao,71,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,105.15,7555.0,Nao
5104,9092-GDZKO,Masculino,0,Nao,Nao,22,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,CartaoCredito,24.85,493.4,Nao
5105,0959-WHOKV,Masculino,0,Nao,Nao,42,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Nao,Sim,Anual,Sim,BoletoEletronico,99.0,4298.45,Nao
5106,5312-TSZVC,Feminino,0,Nao,Sim,15,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.65,270.6,Nao
5107,1063-DHQJF,Masculino,0,Sim,Sim,69,Sim,Nao,Fibra,Nao,Sim,Nao,Sim,Sim,Nao,2 anos,Sim,BoletoImpresso,92.15,6480.9,Nao
5108,5934-TSSAU,Feminino,0,Sim,Sim,23,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,75.3,1702.9,Nao
5109,8496-EJAUI,Masculino,0,Nao,Nao,19,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,73.85,1424.5,Sim
5110,5135-RDDQL,Feminino,0,Sim,Sim,63,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,2 anos,Sim,DebitoAutomatico,50.65,3221.25,Nao
5111,2256-YLYLP,Masculino,0,Sim,Sim,68,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,72.95,4953.25,Nao
5112,0318-QUUOB,Masculino,0,Sim,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,80.55,80.55,Sim
5113,5087-SUURX,Feminino,0,Sim,Nao,18,Nao,SemTelefone,DSL,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,39.05,669.85,Sim
